merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size,merchant_id_clean,mcc_clean,business_type_clean,merchant_category_clean,onboarding_date_clean,missing_onboarding_date_flag,invalid_onboarding_date_flag,settlement_account_clean,missing_settlement_account_flag,masked_settlement_account_flag,declared_avg_ticket_clean,missing_avg_ticket_flag,negative_avg_ticket_flag,merchant_id_core,merchant_category_conflict_flag,merchant_business_type_conflict_flag,merchant_status_conflict_flag,merchant_conflict_score,merchant_record_count
mch3504,"Ram, Dora and Bhatti",5942.0,Book Store,individual,pune,Maharashtra,08-May-2025,OOSJ0277155475198,Inactive,520.17,MCH3504,5942,Individual,Books & Stationery,2025-05-08 00:00:00,0,0,OOSJ0277155475198,0,0,520.17,0,0,3504,0,0,0,0,1
mch3506,Peri Group,07011,Hospitality,individual,bengaluru,Karnataka,,PINF7358781184682,Enabled,3808.09,MCH3506,7011,Individual,Hotels & Hospitality,,1,0,PINF7358781184682,0,0,3808.09,0,0,3506,0,0,0,0,1
mch3507,"Sundaram, Shan and Subramanian",7011,HOTEL_LODGING,Individual,amritsar,Punjab,01-28-2023,7115308153,Live,INR 950.31,MCH3507,7011,Individual,Hotels & Hospitality,2023-01-28 00:00:00,0,0,7115308153,0,0,950.31,0,0,3507,0,0,0,0,1
MCH 3508,  Prabhu and Sons  ,4131.0,TRAVEL,PRIVATE_LIMITED,DELHI,Delhi,26-Jul-2024,,Enabled,"Rs. 1,850",MCH3508,4131,Private Limited,Transportation,2024-07-26 00:00:00,0,0,,1,0,1850.0,0,0,3508,0,0,0,0,1
MCH-3509,Tandon-Thakur,5999.0,Other,Private Limited,Poona,Maharashtra,1711568512,TBRS8526244076916,Enabled,₹253.70,MCH3509,5999,Private Limited,Other Retail,2024-03-27 19:41:52,0,0,TBRS8526244076916,0,0,253.7,0,0,3509,1,1,1,3,2
MCH3510,  Sankaran Inc  ,5699,Apparel,individual,Hyderabad,Telangana,2026/02/18,9848495819,INACTIVE,"Rs. 2,317",MCH3510,5699,Individual,Clothing,2026-02-18 00:00:00,0,0,9848495819,0,0,2317.0,0,0,3510,0,0,0,0,1
MCH3511,"Konda, Venkatesh and Jha",5411,Grocery,individual,Lucknow,Uttar Pradesh,2025/06/28,BGWP5416829581598,Active,,MCH3511,5411,Individual,Grocery,2025-06-28 00:00:00,0,0,BGWP5416829581598,0,0,,1,0,3511,0,0,0,0,1
MCH3512,"  Bhatti, Khosla and Chhabra  ",,phone service,PRIVATE_LIMITED,Amritsar,Punjab,1683243379,,Active,"Rs. 1,112",MCH3512,,Private Limited,Unknown,2023-05-04 23:36:19,0,0,,1,0,1112.0,0,0,3512,0,0,0,0,1
MCH3513,"Gade, Raghavan and Ben",5942,Stationery,Individual,Chennai,Tamil Nadu,21/07/2024 08:51 AM,EGJQ8131249829529,INACTIVE,"₹1,116.95",MCH3513,5942,Individual,Books & Stationery,2024-07-21 08:51:00,0,0,EGJQ8131249829529,0,0,1116.95,0,0,3513,0,0,0,0,1
MCH 3518,Borah and Sons,4131,Transportation,SOLE_PROPRIETOR,Mumbay,Maharashtra,06/02/2026 03:51 PM,GCBI5958315675126,Live,INR 451.33,MCH3518,4131,Sole Proprietor,Transportation,2026-02-06 15:51:00,0,0,GCBI5958315675126,0,0,451.33,0,0,3518,0,0,0,0,1
MCH3520,"Kannan, Bail and Sundaram",5699.0,CLOTHS,sole_proprietor,LDH,Punjab,16/09/2024 08:13 AM,XXXX2156,Active,-383.3,MCH3520,5699,Sole Proprietor,Clothing,2024-09-16 08:13:00,0,0,XXXX2156,0,1,-383.3,0,1,3520,1,1,1,3,2
MCH3523,"Khare, Radhakrishnan and Gala",5812,Food,INDIVIDUAL,JPR,Rajasthan,12-04-2025,,Active,-577.79,MCH3523,5812,Individual,Food & Restaurants,2025-12-04 00:00:00,0,0,,1,0,-577.79,0,1,3523,0,0,0,0,1
MCH3530,DUGAR PLC,5699,garments,Individual,LDH,Punjab,08/10/2024 01:53 AM,,A,,MCH3530,5699,Individual,Clothing,2024-10-08 01:53:00,0,0,,1,0,,1,0,3530,0,0,0,0,1
MCH3533,Tiwari-Gulati,7011,HOTEL_LODGING,Private Limited,Mumbai,Maharashtra,2025/10/07,SWEX6777199199579,Live,₹709.41,MCH3533,7011,Private Limited,Hotels & Hospitality,2025-10-07 00:00:00,0,0,SWEX6777199199579,0,1,709.41,0,0,3533,0,0,0,0,1
MCH 3535,"Mammen, Patla and Kala",4131,TRAVEL,SOLE_PROPRIETOR,jaipur,Rajasthan,2025/08/08,,Enabled,1091.98,MCH3535,4131,Sole Proprietor,Transportation,2025-08-08 00:00:00,0,0,,1,0,1091.98,0,0,3535,1,1,0,2,2
mch3536,Shankar Group,05942,Books,Partnership,Kolkata,West Bengal,2024-11-03 17:18:07,,Active,"1,640.82",MCH3536,5942,Partnership,Books & Stationery,2024-11-03 17:18:07,0,0,,1,0,1640.82,0,0,3536,1,0,1,2,2
MCH3539,"Korpal, Nair and Chana",MCC-5699,Apparel,SOLE-PROPRIETOR,mumbai,Maharashtra,29-May-2024,QRQK3185986773369,Closed,2681.05,MCH3539,5699,Sole Proprietor,Clothing,2024-05-29 00:00:00,0,0,QRQK3185986773369,0,0,2681.05,0,0,3539,0,0,0,0,1
MCH 3541,"SRIVASTAVA, TELLA AND KONDA",4814,mobile recharge,PRIVATE-LIMITED,DELHI,Delhi,10-31-2024,XXXX6960,Inactive,"₹2,341.43",MCH3541,4814,Private Limited,Telecom,2024-10-31 00:00:00,0,0,XXXX6960,0,1,2341.43,0,0,3541,0,0,1,1,2
MCH3545,"CHACKO, OZA AND JAGGI",7011,Hotels,Sole Proprietor,Hyd,Telangana,2023/09/30,,Enabled,867.82,MCH3545,7011,Sole Proprietor,Hotels & Hospitality,2023-09-30 00:00:00,0,0,,1,0,867.82,0,0,3545,0,0,0,0,1
MCH3547,RAMANATHAN-DADA,5812,Food,PRIVATE_LIMITED,Dilli,Delhi,2025/02/03,,Active,"5,262.60",MCH3547,5812,Private Limited,Food & Restaurants,2025-02-03 00:00:00,0,0,,1,0,5262.6,0,0,3547,0,0,0,0,1
MCH3548,"Bhakta, Dhaliwal and Comar",4814,phone service,INDIVIDUAL,JPR,Rajasthan,,VZDR7391504338268,Live,1931.09,MCH3548,4814,Individual,Telecom,,1,0,VZDR7391504338268,0,0,1931.09,0,0,3548,0,0,0,0,1
MCH-3549,Khalsa and Sons,5812,Food,INDIVIDUAL,amritsar,Punjab,07/01/2025,AXNC2296857054867,Active,1756.73,MCH3549,5812,Individual,Food & Restaurants,2025-01-07 00:00:00,0,0,AXNC2296857054867,0,1,1756.73,0,0,3549,0,0,0,0,1
MCH3551,"Chaudry, Toor and Lala",4814,phone service,SOLE_PROPRIETOR,bengaluru,Karnataka,2023-12-15 17:19:51,,Enabled,941.64,MCH3551,4814,Sole Proprietor,Telecom,2023-12-15 17:19:51,0,0,,1,0,941.64,0,0,3551,0,0,0,0,1
MCH3552,"morar, ahuja and ravel",5942,Stationery,sole_proprietor,pune,Maharashtra,08-03-2024,4264827743,ACTIVE,"Rs. 8,846",MCH3552,5942,Sole Proprietor,Books & Stationery,2024-08-03 00:00:00,0,0,4264827743,0,0,8846.0,0,0,3552,0,0,0,0,1
mch3553,"Goda, Padmanabhan and Goswami",4131,Transportation,Individual,Jaipur,Rajasthan,,,Hold,"Rs. 1,035",MCH3553,4131,Individual,Transportation,,1,0,,1,0,1035.0,0,0,3553,1,1,1,3,2
mch3554,"Chowdhury, Mann and Mitter",4131,Transportation,INDIVIDUAL,Jalandhar,Punjab,2025-04-27 19:48:07,XXXX2146,Active,893.92,MCH3554,4131,Individual,Transportation,2025-04-27 19:48:07,0,0,XXXX2146,0,1,893.92,0,0,3554,0,0,0,0,1
3555,Chaudhari-Dutta,5311,DEPT_STORE,PARTNERSHIP,Calcutta,West Bengal,31/03/2023,FYRB6292482908836,Live,712.21,3555,5311,Partnership,Department Stores,2023-03-31 00:00:00,0,0,FYRB6292482908836,0,0,712.21,0,0,3555,0,0,0,0,1
MCH3556,Andra-Nagar,5999,Misc Retail,Sole Proprietor,pune,Maharashtra,2025-05-04 18:43:19,,ACTIVE,"1,107.13",MCH3556,5999,Sole Proprietor,Other Retail,2025-05-04 18:43:19,0,0,,1,0,1107.13,0,0,3556,1,1,0,2,2
MCH 3558,BRAHMBHATT-PERI,7011,Hotels,SOLE-PROPRIETOR,Poona,Maharashtra,2025-10-14 11:56:55,VGYH0383362932637,Enabled,,MCH3558,7011,Sole Proprietor,Hotels & Hospitality,2025-10-14 11:56:55,0,0,VGYH0383362932637,0,0,,1,0,3558,1,1,1,3,3
MCH3559,Chokshi Inc,5812.0,food,private_limited,bengaluru,Karnataka,23/12/2024,XXXX5330,Active,-535.7,MCH3559,5812,Private Limited,Food & Restaurants,2024-12-23 00:00:00,0,0,XXXX5330,0,1,-535.7,0,1,3559,0,0,1,1,2
MCH3561,Kumar LLC,05812,Food,Partnership,Madras,Tamil Nadu,18-Oct-2025,9204267445,Active,Rs. 715,MCH3561,5812,Partnership,Food & Restaurants,2025-10-18 00:00:00,0,0,9204267445,0,0,715.0,0,0,3561,1,1,1,3,2
MCH3563,  Shan Inc  ,05912,chemist,SOLE-PROPRIETOR,bengaluru,Karnataka,2024-04-01 06:07:35,XXXX8095,A,335.55,MCH3563,5912,Sole Proprietor,Pharmacy & Medical,2024-04-01 06:07:35,0,0,XXXX8095,0,1,335.55,0,0,3563,1,1,1,3,3
MCH3564,"  Konda, Natarajan and Chawla  ",5999.0,Misc Retail,PRIVATE_LIMITED,amritsar,Punjab,2025/10/08,,ACTIVE,982.65,MCH3564,5999,Private Limited,Other Retail,2025-10-08 00:00:00,0,0,,1,0,982.65,0,0,3564,1,1,0,2,2
MCH3567,"Ahuja, Mody and Radhakrishnan",5411,Grocery Stores,SOLE_PROPRIETOR,LKO,Uttar Pradesh,2023-09-24 03:33:54,,A,1060.67,MCH3567,5411,Sole Proprietor,Grocery,2023-09-24 03:33:54,0,0,,1,0,1060.67,0,0,3567,1,0,1,2,3
MCH3568,"CHOUDHURY, TRIVEDI AND BHATNAGAR",5311,Department Stores,Private Limited,Ludhiana,Punjab,10/04/2025,XXXX4927,Enabled,1208.3,MCH3568,5311,Private Limited,Department Stores,2025-04-10 00:00:00,0,0,XXXX4927,0,1,1208.3,0,0,3568,0,0,0,0,1
MCH3569,Choudhury-Prashad,05942,Stationery,sole_proprietor,LKO,Uttar Pradesh,17/02/2025,,Live,"Rs. 1,411",MCH3569,5942,Sole Proprietor,Books & Stationery,2025-02-17 00:00:00,0,0,,1,0,1411.0,0,0,3569,0,0,0,0,1
MCH3570,sura-barman,5999.0,Other,Private Limited,Jalandhar,Punjab,2023-05-22 22:03:03,5640847872,Closed,"Rs. 1,099",MCH3570,5999,Private Limited,Other Retail,2023-05-22 22:03:03,0,0,5640847872,0,0,1099.0,0,0,3570,0,0,0,0,1
MCH3571,"Aurora, Kamdar and Vasa",5411,kirana,Private Limited,LKO,Uttar Pradesh,03-Feb-2023,,A,583.65,MCH3571,5411,Private Limited,Grocery,2023-02-03 00:00:00,0,0,,1,0,583.65,0,0,3571,0,0,0,0,1
MCH3572,Kohli PLC,,TRAVEL,sole_proprietor,DELHI,Delhi,20-Nov-2025,XXXX5864,ACTIVE,-1042.66,MCH3572,,Sole Proprietor,Unknown,2025-11-20 00:00:00,0,0,XXXX5864,0,1,-1042.66,0,1,3572,1,0,1,2,2
MCH3574,Sodhi-Shan,4131,Transport,partnership,Poona,Maharashtra,31-May-2025,YFPD1472473488670,INACTIVE,"Rs. 4,407",MCH3574,4131,Partnership,Transportation,2025-05-31 00:00:00,0,0,YFPD1472473488670,0,0,4407.0,0,0,3574,0,0,0,0,1
MCH3577,"Ratta, Mane and Kapadia",5812.0,Restaurant,Individual,Amritsar,Punjab,,XXXX9384,Enabled,1820.36,MCH3577,5812,Individual,Food & Restaurants,,1,0,XXXX9384,0,1,1820.36,0,0,3577,1,1,1,3,2
MCH3578,"badal, gopal and walla",MCC-4131,Transportation,Individual,amritsar,Punjab,19/05/2024 08:33 PM,CBPY2495238962575,Live,"Rs. 14,795",MCH3578,4131,Individual,Transportation,2024-05-19 20:33:00,0,0,CBPY2495238962575,0,0,14795.0,0,0,3578,0,0,0,0,1
MCH3581,"Chadha, Sankaran and Pau",05699,Clothing,Partnership,Kolkata,West Bengal,07/05/2024,,ACTIVE,,MCH3581,5699,Partnership,Clothing,2024-05-07 00:00:00,0,0,,1,0,,1,0,3581,0,0,0,0,1
MCH3586,Dayal-Nagar,misc,Pharmacies,partnership,Hyd,Telangana,28-Jan-2026,1143347480,ACTIVE,"₹2,093.13",MCH3586,,Partnership,Unknown,2026-01-28 00:00:00,0,0,1143347480,0,0,2093.13,0,0,3586,1,1,1,3,2
MCH3587,  Sagar-Raval  ,7011,hotel_lodging,partnership,Jalandar,Punjab,31/07/2024,,Suspended,"INR 1,064.25",MCH3587,7011,Partnership,Hotels & Hospitality,2024-07-31 00:00:00,0,0,,1,0,1064.25,0,0,3587,0,0,1,1,2
MCH3591,"Panchal, Balasubramanian and Dey",05942,Stationery,private_limited,kolkata,West Bengal,15/03/2025,9832386733,Active,"2,193.61",MCH3591,5942,Private Limited,Books & Stationery,2025-03-15 00:00:00,0,0,9832386733,0,0,2193.61,0,0,3591,0,0,0,0,1
MCH 3592,"Sem, Chandran and Dara",5999,Other,SOLE-PROPRIETOR,Dilli,Delhi,15/11/2023 09:32 AM,8281028913,I,-1166.62,MCH3592,5999,Sole Proprietor,Other Retail,2023-11-15 09:32:00,0,0,8281028913,0,0,-1166.62,0,1,3592,0,0,0,0,1
MCH3593,"Kara,BrarandApte",4814,phone service,private_limited,MUMBAI,Maharashtra,2023-12-04 15:44:19,,Suspended,474.6,MCH3593,4814,Private Limited,Telecom,2023-12-04 15:44:19,0,0,,1,0,474.6,0,0,3593,0,0,1,1,2
mch3594,Khalsa Inc,5999,Misc Retail,Partnership,Chennai,Tamil Nadu,,7162144056,Enabled,Rs. 381,MCH3594,5999,Partnership,Other Retail,,1,0,7162144056,0,0,381.0,0,0,3594,1,0,1,2,2
mch3595,"SRIVASTAVA, MERCHANT AND KOTA",5311,Retail,PRIVATE-LIMITED,ludhiana,Punjab,03/01/2025 01:32 PM,3018831600,Disabled,"Rs. 1,153",MCH3595,5311,Private Limited,Department Stores,2025-01-03 13:32:00,0,0,3018831600,0,0,1153.0,0,0,3595,0,0,0,0,1
MCH3596,CHOUDHRY LTD,4131.0,Transport,PRIVATE-LIMITED,lucknow,Uttar Pradesh,11/11/2024,NDFD6315987877623,ACTIVE,311.69,MCH3596,4131,Private Limited,Transportation,2024-11-11 00:00:00,0,0,NDFD6315987877623,0,0,311.69,0,0,3596,1,1,1,3,2
MCH3598,Kapur-Sahni,04814,phone service,Private Limited,Bangalore,Karnataka,2024-12-07 15:58:25,0759983753,Active,"₹7,252.05",MCH3598,4814,Private Limited,Telecom,2024-12-07 15:58:25,0,0,0759983753,0,0,7252.05,0,0,3598,0,0,0,0,1
MCH3600,Bhat-Naik,5999,Retail Other,PRIVATE-LIMITED,ASR,Punjab,,0307550331,A,"3,889.22",MCH3600,5999,Private Limited,Other Retail,,1,0,0307550331,0,0,3889.22,0,0,3600,1,1,1,3,2
MCH3601,Lanka Inc,5942,Book Store,Individual,pune,Maharashtra,1747207579,,Live,4672.85,MCH3601,5942,Individual,Books & Stationery,2025-05-14 07:26:19,0,0,,1,0,4672.85,0,0,3601,1,1,1,3,2
MCH-3602,"Panchal, Karpe and Bhatti",7011,Hotels,PARTNERSHIP,ASR,Punjab,08-29-2023,NJWF8221387776765,Live,754.95,MCH3602,7011,Partnership,Hotels & Hospitality,2023-08-29 00:00:00,0,0,NJWF8221387776765,0,0,754.95,0,0,3602,0,0,0,0,1
MCH3604,Dara-Borde,5942,Stationery,SOLE-PROPRIETOR,LDH,Punjab,03/10/2025,,ACTIVE,,MCH3604,5942,Sole Proprietor,Books & Stationery,2025-10-03 00:00:00,0,0,,1,0,,1,0,3604,1,1,1,3,3
MCH3605,Bhasin Ltd,04131,TRAVEL,PARTNERSHIP,LDH,Punjab,15/11/2023,,A,"₹1,858.98",MCH3605,4131,Partnership,Transportation,2023-11-15 00:00:00,0,0,,1,0,1858.98,0,0,3605,0,0,0,0,1
MCH 3607,Va1a-D0ra,5812,eating place,individual,LDH,Punjab,09-Nov-2024,,A,1953.09,MCH3607,5812,Individual,Food & Restaurants,2024-11-09 00:00:00,0,0,,1,0,1953.09,0,0,3607,0,0,0,0,1
MCH3608,"  Raj, Sarin and Sibal  ",4814,Telecom,Partnership,JPR,Rajasthan,08-Dec-2024,XXXX8045,Disabled,1956.65,MCH3608,4814,Partnership,Telecom,2024-12-08 00:00:00,0,0,XXXX8045,0,1,1956.65,0,0,3608,0,0,0,0,1
MCH3610,"Deo, Krish and Lanka",05699,Apparel,PRIVATE_LIMITED,Madras,Tamil Nadu,1736248689,3505089399,A,,MCH3610,5699,Private Limited,Clothing,2025-01-07 11:18:09,0,0,3505089399,0,0,,1,0,3610,1,1,1,3,2
MCH-3611,"ratti, sunder and kapoor",4131,TRAVEL,PRIVATE-LIMITED,BLR,Karnataka,,XXXX2260,Enabled,787.19,MCH3611,4131,Private Limited,Transportation,,1,0,XXXX2260,0,1,787.19,0,0,3611,0,0,0,0,1
MCH3612,Kala Inc,5812,Restaurant,SOLE-PROPRIETOR,MUMBAI,Maharashtra,17/08/2025 02:43 AM,GCWT7054433892701,Enabled,Rs. 577,MCH3612,5812,Sole Proprietor,Food & Restaurants,2025-08-17 02:43:00,0,0,GCWT7054433892701,0,0,577.0,0,0,3612,1,1,1,3,5
mch3613,LAD-CHACKO,4814,Mobile Recharge,PRIVATE_LIMITED,jaipur,Rajasthan,04-02-2025,XXXX9897,A,466.16,MCH3613,4814,Private Limited,Telecom,2025-04-02 00:00:00,0,0,XXXX9897,0,1,466.16,0,0,3613,0,0,0,0,1
MCH 3614,Morar-Sundaram,5812,Food,Individual,Mumbai,Maharashtra,2023/08/09,XXXX5060,ACTIVE,"₹1,484.85",MCH3614,5812,Individual,Food & Restaurants,2023-08-09 00:00:00,0,0,XXXX5060,0,1,1484.85,0,0,3614,0,0,0,0,1
MCH3616,DUA GROUP,5942,Book Store,PRIVATE-LIMITED,LKO,Uttar Pradesh,24/02/2026 08:51 PM,CYIZ1339742109891,Active,,MCH3616,5942,Private Limited,Books & Stationery,2026-02-24 20:51:00,0,0,CYIZ1339742109891,0,0,,1,0,3616,1,1,1,3,4
MCH3618,"Narang, Atwal and Merchant",UNKNOWN,medical,SOLE_PROPRIETOR,Mumbai,Maharashtra,25-Jul-2023,LZII0053942814377,Active,"₹1,728.22",MCH3618,,Sole Proprietor,Unknown,2023-07-25 00:00:00,0,0,LZII0053942814377,0,0,1728.22,0,0,3618,0,0,0,0,2
MCH3619,"MODY, SAMI AND BATTA",5999,Retail Other,sole_proprietor,Kolkata,West Bengal,27/01/2026 07:14 AM,7469875023,Inactive,3456.23,MCH3619,5999,Sole Proprietor,Other Retail,2026-01-27 07:14:00,0,0,7469875023,0,0,3456.23,0,0,3619,0,0,0,0,1
MCH3625,Singhal Ltd,5812,Restaurants,sole_proprietor,MUMBAI,Maharashtra,2025-10-28 12:02:57,XXXX0908,A,"INR 10,079.36",MCH3625,5812,Sole Proprietor,Food & Restaurants,2025-10-28 12:02:57,0,0,XXXX0908,0,1,10079.36,0,0,3625,1,1,1,3,2
MCH3627,"CHANDRA, VENKATARAMAN AND PALLA",5912,Medical,Sole Proprietor,JPR,Rajasthan,09/10/2025,1981451941,Enabled,379.66,MCH3627,5912,Sole Proprietor,Pharmacy & Medical,2025-10-09 00:00:00,0,0,1981451941,0,0,379.66,0,0,3627,0,0,0,0,1
MCH3628,MITRA LTD,MCC-5699,garments,SOLE_PROPRIETOR,delhi,Delhi,2023/08/05,,ACTIVE,3214.64,MCH3628,5699,Sole Proprietor,Clothing,2023-08-05 00:00:00,0,0,,1,0,3214.64,0,0,3628,0,0,0,0,1
MCH3630,Chacko Ltd,5812,Restaurant,PARTNERSHIP,Mumbai,Maharashtra,11-Jun-2023,,INACTIVE,"₹2,433.39",MCH3630,5812,Partnership,Food & Restaurants,2023-06-11 00:00:00,0,0,,1,0,2433.39,0,0,3630,0,0,0,0,1
MCH3637,Pai-Parikh,05812,eating place,SOLE_PROPRIETOR,HYDERABAD,Telangana,2024/06/26,,Active,"3,420.81",MCH3637,5812,Sole Proprietor,Food & Restaurants,2024-06-26 00:00:00,0,0,,1,0,3420.81,0,0,3637,1,1,1,3,2
mch3640,Parikh-Raghavan,7011.0,Hotel,SOLE_PROPRIETOR,Hyderabad,Telangana,11/04/2023 10:07 PM,0058678829,Enabled,400.1,MCH3640,7011,Sole Proprietor,Hotels & Hospitality,2023-04-11 22:07:00,0,0,0058678829,0,0,400.1,0,0,3640,0,0,0,0,1
MCH3641,"khurana, barman and suresh",5699,Fashion,INDIVIDUAL,delhi,Delhi,06/08/2025 08:41 AM,XXXX0826,Enabled,"INR 2,224.44",MCH3641,5699,Individual,Clothing,2025-08-06 08:41:00,0,0,XXXX0826,0,1,2224.44,0,0,3641,0,0,0,0,1
MCH3642,Prabhu-Pai,5411,groceries,SOLE_PROPRIETOR,Calcutta,West Bengal,11-24-2025,,Enabled,3223.63,MCH3642,5411,Sole Proprietor,Grocery,2025-11-24 00:00:00,0,0,,1,0,3223.63,0,0,3642,0,0,0,0,1
MCH-3649,"  Jain, Sama and Sarma  ",05999,Miscellaneous,PARTNERSHIP,mumbai,Maharashtra,08/06/2025 09:51 PM,XXXX8840,A,₹671.85,MCH3649,5999,Partnership,Other Retail,2025-06-08 21:51:00,0,0,XXXX8840,0,1,671.85,0,0,3649,0,0,0,0,1
MCH3652,Varghese PLC,,Other,Partnership,LDH,Punjab,,,Active,"Rs. 2,254",MCH3652,,Partnership,Unknown,,1,0,,1,0,2254.0,0,0,3652,0,0,0,0,1
MCH-3654,Ganesan Ltd,5812,Restaurants,sole_proprietor,jalandhar,Punjab,2024/02/11,XXXX6762,A,286.1,MCH3654,5812,Sole Proprietor,Food & Restaurants,2024-02-11 00:00:00,0,0,XXXX6762,0,1,286.1,0,0,3654,0,0,0,0,1
MCH-3655,Batra LLC,5912,MEDICAL_STORE,SOLE_PROPRIETOR,Poona,Maharashtra,2024/08/17,,Live,-528.59,MCH3655,5912,Sole Proprietor,Pharmacy & Medical,2024-08-17 00:00:00,0,0,,1,0,-528.59,0,1,3655,0,0,0,0,1
MCH3656,kurian-chad,,Restaurant,Individual,Calcutta,West Bengal,18/12/2024 12:21 AM,,A,,MCH3656,,Individual,Unknown,2024-12-18 00:21:00,0,0,,1,0,,1,0,3656,1,1,1,3,3
MCH3659,Kashyap LLC,4131,Bus/Taxi,PARTNERSHIP,Poona,Maharashtra,06-Jul-2025,,Active,403.54,MCH3659,4131,Partnership,Transportation,2025-07-06 00:00:00,0,0,,1,0,403.54,0,0,3659,1,1,1,3,5
MCH3661,"Deshmukh, Patla and Goel",4131.0,Transportation,Individual,Ludhiana,Punjab,17/11/2023,XXXX0412,Suspended,"Rs. 1,439",MCH3661,4131,Individual,Transportation,2023-11-17 00:00:00,0,0,XXXX0412,0,1,1439.0,0,0,3661,1,0,1,2,2
mch3662,Dalal-Arora,UNKNOWN,Telecom,SOLE-PROPRIETOR,kolkata,West Bengal,09-01-2024,,ACTIVE,"₹4,799.31",MCH3662,,Sole Proprietor,Unknown,2024-09-01 00:00:00,0,0,,1,0,4799.31,0,0,3662,1,1,1,3,4
MCH3663,Saini-Gaba,5699,Clothing,SOLE_PROPRIETOR,jaipur,Rajasthan,03-Feb-2025,,ACTIVE,₹377.05,MCH3663,5699,Sole Proprietor,Clothing,2025-02-03 00:00:00,0,0,,1,0,377.05,0,0,3663,1,1,1,3,2
mch3666,Gera-Ranganathan,MCC-4131,Transport,PARTNERSHIP,Jaipur,Rajasthan,2023/04/12,,A,243.55,MCH3666,4131,Partnership,Transportation,2023-04-12 00:00:00,0,0,,1,0,243.55,0,0,3666,0,0,0,0,1
MCH3668,Pandey-Uppal,MCC-4131,Transportation,SOLE-PROPRIETOR,pune,Maharashtra,1725386991,XXXX9816,Enabled,795.26,MCH3668,4131,Sole Proprietor,Transportation,2024-09-03 18:09:51,0,0,XXXX9816,0,1,795.26,0,0,3668,0,0,0,0,1
MCH3669,"  Dutta, Banerjee and Saini  ",5999,Misc Retail,Private Limited,lucknow,Uttar Pradesh,03-Sep-2024,9041253658,Live,"2,883.40",MCH3669,5999,Private Limited,Other Retail,2024-09-03 00:00:00,0,0,9041253658,0,0,2883.4,0,0,3669,0,0,0,0,1
MCH3671,"VALA, DHAR AND WASON",5912,Medical,INDIVIDUAL,chennai,Tamil Nadu,,,ACTIVE,"Rs. 2,167",MCH3671,5912,Individual,Pharmacy & Medical,,1,0,,1,0,2167.0,0,0,3671,0,0,0,0,1
mch3672,Ramaswamy PLC,UNKNOWN,Books,PRIVATE-LIMITED,Calcutta,West Bengal,24/01/2025,XXXX8500,Enabled,"9,848.33",MCH3672,,Private Limited,Unknown,2025-01-24 00:00:00,0,0,XXXX8500,0,1,9848.33,0,0,3672,1,0,1,2,2
MCH3674,Wason and Sons,5812,Restaurant,individual,delhi,Delhi,1752959485,6823891084,A,-582.77,MCH3674,5812,Individual,Food & Restaurants,2025-07-19 21:11:25,0,0,6823891084,0,0,-582.77,0,1,3674,0,0,0,0,1
MCH3675,Soman LLC,5999,Miscellaneous,individual,Hyderabad,Telangana,13/02/2026,,Disabled,Rs. 223,MCH3675,5999,Individual,Other Retail,2026-02-13 00:00:00,0,0,,1,0,223.0,0,0,3675,1,1,1,3,2
MCH3677,Toor and Sons,5912,MEDICAL_STORE,SOLE_PROPRIETOR,amritsar,Punjab,2025-03-03 06:28:03,XXXX6857,Active,"₹4,703.03",MCH3677,5912,Sole Proprietor,Pharmacy & Medical,2025-03-03 06:28:03,0,0,XXXX6857,0,1,4703.03,0,0,3677,1,1,1,3,2
3678,"Ramanathan, Oza and Aggarwal",5699.0,Fashion,PARTNERSHIP,Jalandhar,Punjab,03/04/2023 10:00 AM,9191196267,Live,"₹1,617.86",3678,5699,Partnership,Clothing,2023-04-03 10:00:00,0,0,9191196267,0,0,1617.86,0,0,3678,0,0,0,0,1
MCH3679,Kumer LLC,4814,Telecom,PRIVATE-LIMITED,Hyd,Telangana,2025/12/15,1741377762,Active,587.47,MCH3679,4814,Private Limited,Telecom,2025-12-15 00:00:00,0,0,1741377762,0,0,587.47,0,0,3679,0,0,0,0,1
MCH3680,Pradhan Ltd,4131,TRAVEL,PRIVATE-LIMITED,HYDERABAD,Telangana,22/11/2025,HAKD1990878179577,A,₹519.26,MCH3680,4131,Private Limited,Transportation,2025-11-22 00:00:00,0,0,HAKD1990878179577,0,0,519.26,0,0,3680,0,1,1,2,2
MCH3682,"Dash, Kashyap and Goda",5311,Department Stores,private_limited,Amritsar,Punjab,01/12/2025 06:10 PM,UMOT0203540180050,I,"Rs. 1,702",MCH3682,5311,Private Limited,Department Stores,2025-12-01 18:10:00,0,0,UMOT0203540180050,0,0,1702.0,0,0,3682,1,1,1,3,2
MCH3683,Mander Group,5411,Grocery Stores,Individual,Mumbai,Maharashtra,09/10/2023,3019047562,Active,4247.99,MCH3683,5411,Individual,Grocery,2023-10-09 00:00:00,0,0,3019047562,0,0,4247.99,0,0,3683,0,0,0,0,1
MCH3684,Chahal-Reddy,misc,GROCERY_STORE,partnership,Delhi,Delhi,,,A,629.48,MCH3684,,Partnership,Unknown,,1,0,,1,0,629.48,0,0,3684,0,0,0,0,1
